Dataset id,SDG,pMSE,pMSE_time,s_pMSE,s_pMSE_time,Quality,Original dataset
SD405Q1500_6,SD405Q1500,0.8911309482770299,0.16564240000002428,1936.4974655388671,0.15314219999999068,Q1500,D405
SD405Q1500_7,SD405Q1500,0.7762402483926815,0.15481590000001688,1467.0234473760036,0.173198799999966,Q1500,D405
SD405Q1500_8,SD405Q1500,0.8109619778199099,0.15521309999996902,1795.0643068132067,0.16057219999999006,Q1500,D405
SD405Q1500_9,SD405Q1500,0.7577967121896755,0.15711859999998978,1614.1747452628642,0.17597440000002962,Q1500,D405
SD405Q500_0,SD405Q500,0.8658554171702403,0.1599217000000408,1770.7673706987089,0.1773576999999591,Q500,D405
SD405Q500_1,SD405Q500,0.9086550910684553,0.15546350000005305,1554.9987374543891,0.17095790000001898,Q500,D405
SD405Q500_2,SD405Q500,0.8569443340665311,0.17386750000002849,1497.28269545897,0.1643746999999962,Q500,D405
SD405Q500_3,SD405Q500,0.9181316520356343,0.16535379999999122,1906.7813261763358,0.170134800000028,Q500,D405
SD405Q500_4,SD405Q500,0.7587221331946827,0.1683856000000219,2139.2816968674774,0.16297430000003033,Q500,D405
SD405Q500_5,SD405Q500,0.8419461744729344,0.1587493999999765,1702.00460228389,0.15648829999997815,Q500,D405
SD405Q500_6,SD405Q500,0.9405976259588189,0.14787680000000591,1546.2938868093565,0.16136669999997366,Q500,D405
SD405Q500_7,SD405Q500,0.906574528817391,0.16037140000003092,1717.6841871277288,0.15113230000002886,Q500,D405
SD405Q500_8,SD405Q500,0.8446830682272557,0.1706790000000069,1718.1675669653653,0.19445659999996678,Q500,D405
SD405Q500_9,SD405Q500,0.794786419286695,0.17397549999998319,1885.6228927326113,0.175276800000006,Q500,D405
